id,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,market_cap,phone_number,address,description,sic_code,sic_description,ticker_root,homepage_url,total_employees,list_date,branding,share_class_shares_outstanding,weighted_shares_outstanding,round_lot,updated,ticker_suffix,is_test
1156,AWAY,Amplify Travel Tech ETF,stocks,us,ARCX,ETF,1,usd,1633061.0,BBG01L6Y34F3,BBG01L6Y3597,,,,,,,AWAY,,,2024-01-29,,3900000.0,,100.0,,,
1157,BV,"BrightView Holdings, Inc. Common Stock",stocks,us,XNYS,CS,1,usd,1734713.0,BBG00L1LT6D6,BBG00L1LT744,,(484) 567-7204,"{'address1': '980 JOLLY ROAD', 'address2': 'SUITE 300', 'city': 'BLUE BELL', 'state': 'PA', 'postal_code': '19422'}",,700.0,,BV,,,,,94500000.0,,100.0,,,
1158,BAX,Baxter International Inc.,stocks,us,XNYS,CS,1,usd,10456.0,BBG000BCVJ77,BBG001S5P1K3,17305343252.4,(847) 948-2000,"{'address1': 'ONE BAXTER PKWY', 'address2': 'DF2-1W', 'city': 'DEERFIELD', 'state': 'IL', 'postal_code': '60015'}","Baxter offers a variety of medical instruments and supplies to caregivers. It enhanced its portfolio of hospital-focused offerings by acquiring Hillrom in late 2021, which added basic equipment, including hospital beds, to the portfolio, although about half of Hillrom's revenue comes from more digitally connected offerings like its smart beds and Voalte medical communications app. From its legacy operations, Baxter offers tools to help patients with acute and chronic kidney failure, which it plans to spin off by mid-2024. It also sells a variety of injectable therapies for use in care settings, such as IV pumps, administrative sets, and solutions; nutritional products; and surgical sealants and hemostatic agents.",3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,BAX,https://www.baxter.com,60000.0,1961-05-15,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YmF4dGVyLmNvbQ/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/YmF4dGVyLmNvbQ/images/2024-06-01_icon.jpeg'}",509580000.0,509580190.0,100.0,,,
1159,DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,stocks,us,BATS,ETF,1,usd,1350487.0,BBG00BSYVYD7,BBG00BSYVYC8,,,,,,,DDLS,,,,,8350000.0,,100.0,,,
1160,NUKK,Nukkleus Inc. Common Stock,stocks,us,XNAS,CS,1,usd,1787518.0,BBG00SHZKZD8,BBG00SHZKZF6,,086-021-80125497,"{'address1': '99 DAN BA ROAD C-9', 'address2': 'PUTUO DISTRICT', 'city': 'SHANGHAI', 'state': 'F4', 'postal_code': '200062'}",,8742.0,SERVICES-MANAGEMENT CONSULTING SERVICES,NUKK,,,,,13900000.0,,100.0,,,
1161,SDOT,Sadot Group Inc. Common Stock,stocks,us,XNAS,CS,1,usd,1701756.0,BBG009DCF1Z2,BBG009DCF208,,682-708-8250,"{'address1': '1751 RIVER RUN WESTBEND', 'address2': 'SUITE 200', 'city': 'FORT WORTH', 'state': 'TX', 'postal_code': '76107'}",,5810.0,RETAIL-EATING & DRINKING PLACES,SDOT,,,,,54730000.0,,100.0,,,
1162,ELC,"Entergy Louisiana, LLC Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",stocks,us,XNYS,SP,1,usd,1348952.0,,,,504-576-4000,"{'address1': '4809 JEFFERSON HIGHWAY', 'city': 'JEFFERSON', 'state': 'LA', 'postal_code': '70121'}",,4911.0,ELECTRIC SERVICES,ELC,,,,,10800000.0,,100.0,,,
1163,PAGS,PagSeguro Digital Ltd.,stocks,us,XNYS,CS,1,usd,1712807.0,,,,,,,,,PAGS,,,,,209150000.0,,100.0,,,
1164,FBOT,Fidelity Disruptive Automation ETF,stocks,us,XNAS,ETF,1,usd,945908.0,BBG01GXL8GQ8,BBG01GXL8HM0,,,,,,,FBOT,,,,,3910000.0,,100.0,,,
1165,U,Unity Software Inc.,stocks,us,XNYS,CS,1,usd,1810806.0,BBG0056JW5G6,BBG0056JW5H5,,415-539-3162,"{'address1': '30 - 3RD STREET', 'city': 'SAN FRANCISCO', 'state': 'CA', 'postal_code': '94103'}",,7372.0,SERVICES-PREPACKAGED SOFTWARE,U,,,,,390860000.0,,100.0,,,
1166,CQP,"Cheniere Energy Partners, LP",stocks,us,XNYS,CS,1,usd,1383650.0,BBG000QMH637,BBG001SSCPS6,23354960059.75,(713) 375-5000,"{'address1': '845 TEXAS AVENUE', 'address2': 'SUITE 1250', 'city': 'HOUSTON', 'state': 'TX', 'postal_code': '77002'}","Cheniere Energy Partners is the direct owner of the Sabine Pass LNG terminals as well as regasification facilities. It also owns the Creole Trail Pipeline, which connects the terminal to third-party gas suppliers. Cheniere Partners shares in the marketing fees generated by Cheniere Marketing from Sabine Pass marketed gas volumes.",4924.0,NATURAL GAS DISTRIBUTION,CQP,https://www.cheniere.com,1605.0,2007-03-21,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/Y2hlbmllcmUuY29t/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/Y2hlbmllcmUuY29t/images/2024-06-01_icon.jpeg'}",484040000.0,484040623.0,100.0,,,
1167,QTUM,Defiance Quantum ETF,stocks,us,ARCX,ETF,1,usd,1753220.0,BBG00LWJ39P6,BBG00LWJ3BF2,,,,,,,QTUM,,,,,4650000.0,,100.0,,,
1168,PHAT,"Phathom Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1783183.0,BBG00P5B2S19,BBG00P5B2S73,,(877) 742-8466,"{'address1': '100 CAMPUS DRIVE,', 'address2': 'SUITE 102', 'city': 'FLORHAM PARK', 'state': 'NJ', 'postal_code': '07932'}",,2834.0,PHARMACEUTICAL PREPARATIONS,PHAT,,,,,58540000.0,,100.0,,,
1169,HXL,Hexcel Corporation,stocks,us,XNYS,CS,1,usd,717605.0,BBG000BLMDQ9,BBG001S5S2J0,,203-969-0666,"{'address1': 'TWO STAMFORD PLAZA', 'address2': '281 TRESSER BLVD., 16TH FLOOR', 'city': 'STAMFORD', 'state': 'CT', 'postal_code': '06901'}",,2821.0,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",HXL,,,,,83110000.0,,100.0,,,
1170,CL,Colgate-Palmolive Company,stocks,us,XNYS,CS,1,usd,21665.0,BBG000BFQYY3,BBG001S5PVM5,,(212) 310-2000,"{'address1': '300 PARK AVE', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10022'}",,2844.0,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",CL,,,,,820440000.0,,100.0,,,
1171,USBpQ,"U.S. Bancorp Depositary Shares, Each Representing a 1/1, 000th Interest in a Share of Series L Non- Cumulative Perpetual Preferred Stock",stocks,us,XNYS,PFD,1,usd,36104.0,,,,651-466-3000,"{'address1': 'U.S. BANCORP', 'address2': '800 NICOLLET MALL', 'city': 'MINNEAPOLIS', 'state': 'MN', 'postal_code': '55402-7020'}",,6021.0,NATIONAL COMMERCIAL BANKS,USB,,,,,20000000.0,,100.0,,PRQ,
1172,XLP,Consumers Staples Select Sector SPDR Fund,stocks,us,ARCX,ETF,1,usd,19481.0,BBG000BJ10N8,BBG001S7T107,,,,,,,XLP,,,1998-12-22,,205870000.0,,100.0,,,
1173,FDIV,MarketDesk Focused U.S. Dividend ETF,stocks,us,XNAS,ETF,1,usd,,BBG01JDHKCL3,BBG01JDHKDH6,,,,,,,FDIV,,,,,3600000.0,,100.0,,,
1174,GFOF,Grayscale Future of Finance ETF,stocks,us,ARCX,ETF,1,usd,1539639.0,BBG0150BSL69,BBG0150BSMC0,,,,,,,GFOF,,,,,400000.0,,100.0,,,
1175,XNET,Xunlei Limited,stocks,us,XNAS,ADRC,1,usd,1510593.0,BBG001QWYTJ7,BBG001V1QZM0,,,,,,,XNET,,,,,321880000.0,,100.0,,,
1176,FDHY,Fidelity High Yield Factor ETF,stocks,us,ARCX,ETF,1,usd,945908.0,BBG00L4J9DD5,BBG00L4J9F40,,,,,,,FDHY,,,,,6500000.0,,100.0,,,
1177,CGDG,Capital Group Dividend Growers ETF,stocks,us,ARCX,ETF,1,usd,,BBG01J9W2K55,BBG01J9W2L17,,,,,,,CGDG,,,,,12960000.0,,100.0,,,
1178,BNS,Bank of Nova Scotia,stocks,us,XNYS,CS,1,usd,9631.0,BBG000C2RV03,BBG001S5Y2B1,,(416) 866-3672,"{'address1': '44 KING STREET WEST', 'address2': 'SCOTIA PLAZA 8TH FL.', 'city': 'TORONTO', 'state': 'A6', 'postal_code': 'M5H 1H1'}",,6022.0,STATE COMMERCIAL BANKS,BNS,,,,,1229570000.0,,100.0,,,
1179,SHYL,Xtrackers Short Duration High Yield Bond ETF,stocks,us,ARCX,ETF,1,usd,1503123.0,BBG00JQ1CRH6,BBG00JQ1CS66,,,,,,,SHYL,,,,,2400000.0,,100.0,,,
1180,GOOD,Gladstone Commercial Corporation - REIT,stocks,us,XNAS,CS,1,usd,1234006.0,BBG000M2NYQ2,BBG001SK8138,,703-287-5853,"{'address1': '1521 WESTBRANCH DRIVE', 'address2': 'SUITE 100', 'city': 'MCLEAN', 'state': 'VA', 'postal_code': '22102'}",,6519.0,"LESSORS OF REAL PROPERTY, NEC",GOOD,,,,,40050000.0,,100.0,,,
1181,BABA,"Alibaba Group Holding Limited American Depositary Shares, each represents eight Ordinary Shares",stocks,us,XNYS,ADRC,1,usd,1577552.0,BBG006G2JVL2,BBG006G2JWB1,179577188750.0,,,"Alibaba is the world's largest online and mobile commerce company as measured by gross merchandise volume. It operates China's online marketplaces, including Taobao (consumer-to-consumer) and Tmall (business-to-consumer). The China commerce retail division is the most valuable cash flow-generating business at Alibaba. Additional revenue sources include China commerce wholesale, international commerce retail/wholesale, local consumer services, cloud computing, digital media and entertainment platforms, Cainiao logistics services, and innovation initiatives/other.",,,BABA,https://www.alibabagroup.com,204891.0,2014-09-19,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YWxpYmFiYWdyb3VwLmNvbQ/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/YWxpYmFiYWdyb3VwLmNvbQ/images/2024-06-01_icon.jpeg'}",19469000000.0,2433625000.0,100.0,,,
1182,PSNL,"Personalis, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1527753.0,BBG0027NWBR8,BBG0027NWBS7,,650-752-1300,"{'address1': '6600 DUMBARTON CIRCLE', 'city': 'FREMONT', 'state': 'CA', 'postal_code': '94555'}",,8071.0,SERVICES-MEDICAL LABORATORIES,PSNL,,,,,51940000.0,,100.0,,,
1183,NFLY,YieldMax NFLX Option Income Strategy ETF,stocks,us,ARCX,ETS,1,usd,,BBG01HQKQWF3,BBG01HQKQXB5,,,,,,,NFLY,,,,,3280000.0,,100.0,,,
1184,FROG,JFrog Ltd. Ordinary Shares,stocks,us,XNAS,CS,1,usd,1800667.0,,,,(408) 329-1540,"{'address1': '270 E CARIBBEAN DRIVE', 'city': 'SUNNYVALE', 'state': 'CA', 'postal_code': '94089'}",,7372.0,SERVICES-PREPACKAGED SOFTWARE,FROG,,,,,108420000.0,,100.0,,,
1185,SEEL,"Seelos Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1017491.0,BBG000BZ9N90,BBG001S7J019,,(646) 293-2100,"{'address1': '300 PARK AVENUE', 'address2': '2ND FLOOR', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10022'}",,2834.0,PHARMACEUTICAL PREPARATIONS,SEEL,,,,,2860000.0,,100.0,,,
1186,SECT,Main Sector Rotation ETF,stocks,us,BATS,ETF,1,usd,925661.0,BBG00HMJ98D5,BBG00HMJ9934,,(801)478-2475,"{'address1': '14553 S 790 WEST SUITE C', 'city': 'BLUFFDALE', 'state': 'UT', 'postal_code': '84065'}",,5090.0,WHOLESALE-MISC DURABLE GOODS,SECT,,,,,33750000.0,,100.0,,,
1187,REFI,"Chicago Atlantic Real Estate Finance, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1867949.0,BBG0136KJVY5,BBG0136KJWS0,,(312) 809-7002,"{'address1': '420 NORTH WABASH AVENUE', 'address2': 'SUITE 500', 'city': 'CHICAGO', 'state': 'IL', 'postal_code': '60611'}",,6798.0,REAL ESTATE INVESTMENT TRUSTS,REFI,,,,,19100000.0,,100.0,,,
1188,AMRK,"A-Mark Precious Metals, Inc.",stocks,us,XNAS,CS,1,usd,1591588.0,BBG005ZVDK48,BBG005ZVDK57,760336772.94,310-587-1414,"{'address1': '2121 ROSECRANS AVENUE', 'address2': 'SUITE 6300', 'city': 'EL SEGUNDO', 'state': 'CA', 'postal_code': '90245'}","A-Mark Precious Metals Inc is a precious metal trading company. It is principally engaged in the wholesale of gold, silver, platinum and palladium bullion and related products in the form of bars, wafers, coins, and grains. The company's operating segment includes Wholesale Trading and Ancillary Services; Secured Lending and Direct Sales. It generates maximum revenue from the Wholesale Trading and Ancillary Services segment. The Wholesale Trading and Ancillary Services segment comprises business units such as Industrial, Coin and Bar, Trading and Finance, Storage, Logistics, and Mint. Geographically, it derives a majority of its revenue from the United States.",5094.0,"WHOLESALE-JEWELRY, WATCHES, PRECIOUS STONES & METALS",AMRK,https://www.amark.com,429.0,2014-03-17,{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YW1hcmsuY29t/images/2024-06-01_logo.svg'},22900000.0,22894814.0,100.0,,,
1189,ATAT,Atour Lifestyle Holdings Limited American Depositary Shares,stocks,us,XNAS,ADRC,1,usd,1853717.0,BBG011C6KJG8,BBG011C6KK93,2486345914.52,,,"Atour Lifestyle Holdings Ltd is an upper-midscale hotel chain in China. The company derives revenues from franchise and management fees from its manachised hotels and sales of hotel supplies to manachised hotels, Operations of leased hotels, and sales of retail products. The company has one operating segment, which is the Atour Group.",,,ATAT,https://ir.yaduo.com,4248.0,2022-11-11,{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/aXIueWFkdW8uY29t/images/2024-06-01_logo.png'},339110000.0,137595236.0,100.0,,,
1190,HAPI,Harbor Human Capital Factor US Large Cap ETF,stocks,us,ARCX,ETF,1,usd,,BBG019Z2K8P9,BBG019Z2K9M0,,,,,,,HAPI,,,,,10080000.0,,100.0,,,
1191,RWX,SPDR Dow Jones  International Real Estate ETF,stocks,us,ARCX,ETF,1,usd,1168164.0,BBG000Q8TD76,BBG001SRXRL8,,,,,,,RWX,,,,,11040000.0,,100.0,,,
1192,ROL,"Rollins, Inc.",stocks,us,XNYS,CS,1,usd,84839.0,BBG000BSBBP1,BBG001S5VRG4,23940350778.239998,(404) 888-2000,"{'address1': '2170 PIEDMONT RD NE', 'city': 'ATLANTA', 'state': 'GA', 'postal_code': '30324'}","Rollins is a global leader in route-based pest-control services, with operations spanning North, Central and South America, Europe, the Middle East and Africa and Australia. Its portfolio of pest-control brands includes the prominent Orkin brand, market leader in the U.S., where it boasts near national coverage, and in Canada. Residential pest and termite prevention dominates the services provided by Rollins, owing to the group's ongoing focus on U.S. and Canadian markets.",7340.0,SERVICES-TO DWELLINGS & OTHER BUILDINGS,ROL,https://www.rollins.com,19031.0,1968-08-12,{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/cm9sbGlucy5jb20/images/2024-06-01_logo.svg'},484230000.0,484230396.0,100.0,,,
1193,BRKR,Bruker Corporation,stocks,us,XNAS,CS,1,usd,1109354.0,BBG000CL1FG7,BBG001SF69P0,,978663-3660,"{'address1': '40 MANNING RD', 'city': 'BILLERICA', 'state': 'MA', 'postal_code': '01821'}",,3826.0,LABORATORY ANALYTICAL INSTRUMENTS,BRKR,,,,,151340000.0,,100.0,,,
1194,TLT,iShares 20+ Year Treasury Bond ETF,stocks,us,XNAS,ETF,1,usd,1159508.0,BBG000BJKYW3,BBG001S8MLN3,,,,,,,TLT,,,,,549900000.0,,100.0,,,
1195,CG,The Carlyle Group Inc. Common Stock,stocks,us,XNAS,CS,1,usd,1527166.0,BBG000BH3F20,BBG001S7JM84,,202 729 5626,"{'address1': 'C/O THE CARLYLE GROUP', 'address2': '1001 PENNSYLVANIA AVENUE, N.W.', 'city': 'WASHINGTON', 'state': 'DC', 'postal_code': '20004'}",,6282.0,INVESTMENT ADVICE,CG,,,,,359880000.0,,100.0,,,
1196,EZU,iShare MSCI Eurozone ETF of ISHARES INC.,stocks,us,BATS,ETF,1,usd,1100663.0,BBG000CS4KW0,BBG001SFQPM5,,,,,,,EZU,,,,,155700000.0,,100.0,,,
1197,GAMpB,"General American Investors Company, Inc  5.95% Cumul Pfd Stock, Ser B",stocks,us,XNYS,PFD,1,usd,40417.0,,,,,,,,,GAM,,,,,7600000.0,,100.0,,PRB,
1198,QQQJ,Invesco NASDAQ Next Gen 100 ETF,stocks,us,XNAS,ETF,1,usd,1696209.0,BBG00XS1BW29,BBG00XS1BWX5,,,,,,,QQQJ,,,,,23520000.0,,100.0,,,
1199,ARCC,Ares Capital Corporation,stocks,us,XNAS,CS,1,usd,1287750.0,BBG000PD6X77,BBG001SL96Z9,12640642706.34,(212) 750-7300,"{'address1': '245 PARK AVENUE, 44TH FLOOR', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10167'}","Ares Capital Corp is a United States-based closed-ended specialty finance company. Its investment objective is to generate both current income and capital appreciation through debt and equity investments. The company focuses on investing primarily in U.S. middle-market companies with investment opportunities as well as in larger companies. Its portfolio comprises of first lien senior secured loans, second lien senior secured loans, and mezzanine debt (subordinated unsecured loan), which may include equity components that are diversified by industry and sector. The company may invest in preferred and common equity investments to a lesser proportion. Its revenue mainly consists of interest and dividend income received from the investment made.",,,ARCC,https://www.arescapitalcorp.com,870.0,2004-10-05,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YXJlc2NhcGl0YWxjb3JwLmNvbQ/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/YXJlc2NhcGl0YWxjb3JwLmNvbQ/images/2024-06-01_icon.jpeg'}",607760000.0,614518362.0,100.0,,,
1200,TCBP,TC BioPharm (Holdings) plc American Depositary Shares,stocks,us,XNAS,ADRC,1,usd,1872812.0,BBG0136BRF62,BBG0136BRG24,,01414337557,"{'address1': 'MAXIM 1', 'address2': '2 PARKLANDS WAY', 'city': 'HOLYTOWN', 'state': 'X0', 'postal_code': 'ML1 4WR'}",,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",TCBP,,,,,98900000.0,,100.0,,,
1201,MCO,Moody's Corporation,stocks,us,XNYS,CS,1,usd,1059556.0,BBG000F86GP6,BBG001S5VP87,,(212) 553-0300,"{'address1': '7 WORLD TRADE CENTER', 'address2': 'AT 250 GREENWICH STREET', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10007'}",,7320.0,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",MCO,,,,,182600000.0,,100.0,,,
1202,PAGP,"Plains GP Holdings, L.P. Class A Units representing Limited Partner Interests",stocks,us,XNAS,,1,usd,1581990.0,BBG000TBYFR3,BBG001SZV282,,713-646-4100,"{'address1': '333 CLAY ST', 'address2': 'SUITE 1600', 'city': 'HOUSTON', 'state': 'TX', 'postal_code': '77002'}",,4610.0,PIPE LINES (NO NATURAL GAS),PAGP,,,,,197250000.0,,100.0,,,
1203,AGG,iShares Core U.S. Aggregate Bond ETF,stocks,us,ARCX,ETF,1,usd,1100663.0,BBG000Q123R0,BBG001SM1QT8,,,,,,,AGG,,,2003-09-22,,1128400000.0,,100.0,,,
1204,KRUS,"Kura Sushi USA, Inc. Class A Common Stock",stocks,us,XNAS,CS,1,usd,1772177.0,BBG00PNFJ521,BBG00PNFJ530,,(949) 748-1786,"{'address1': '17461 DERIAN AVE.', 'address2': 'SUITE 200', 'city': 'IRVINE', 'state': 'CA', 'postal_code': '92614'}",,5812.0,RETAIL-EATING PLACES,KRUS,,,,,10230000.0,,100.0,,,
1205,HSII,Heidrick & Struggles Inc,stocks,us,XNAS,CS,1,usd,1066605.0,BBG000CYTZ93,BBG001SCQ2H9,635195256.78,(312) 496-1200,"{'address1': '233 S WACKER DRIVE', 'address2': 'SUITE 4900', 'city': 'CHICAGO', 'state': 'IL', 'postal_code': '60606-6303'}",Heidrick & Struggles International Inc is a leadership advisory firm providing executive search and consulting services to businesses and business leaders world wide. The company's operating segments includes the executive search business which operates in the Americas; Europe; Asia Pacific and On-Demand Talent and Heidrick Consulting. It generates maximum revenue from the Americas.,7361.0,SERVICES-EMPLOYMENT AGENCIES,HSII,https://www.heidrick.com,2224.0,1999-04-27,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/aGVpZHJpY2suY29t/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/aGVpZHJpY2suY29t/images/2024-06-01_icon.png'}",20250000.0,20248494.0,100.0,,,
1206,GSpD,"Goldman Sachs Group, Inc. (Each representing 1/1000th Interest in a Share of Floating Rate Non-cumulative Preferred Stock Series D, $1.01 par value",stocks,us,XNYS,PFD,1,usd,886982.0,,,,212-902-1000,"{'address1': '200 WEST STREET', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10282'}","Goldman Sachs is a leading global investment banking and asset management firm. Approximately 20% of its revenue comes from investment banking, 45% from trading, 20% from asset management and 15% from wealth management and retail financial services. Around 60% of the company's net revenue is generated in the Americas, 15% in Asia, and 25% in Europe, the Middle East, and Africa.",6211.0,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",GS,https://www.goldmansachs.com,45300.0,2006-05-17,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/Z29sZG1hbnNhY2hzLmNvbQ/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/Z29sZG1hbnNhY2hzLmNvbQ/images/2024-06-01_icon.png'}",54000000.0,,100.0,,PRD,
1207,PRST,"Presto Technologies, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1822145.0,BBG00YDFYTQ8,BBG00YDFYTR7,,(646) 465-9000,"{'address1': '1 EAST PUTNAM AVENUE, FLOOR 4', 'city': 'GREENWICH', 'state': 'CT', 'postal_code': '06830'}",,7372.0,SERVICES-PREPACKAGED SOFTWARE,PRST,,,,,158880000.0,,100.0,,,
1208,ORGN,"Origin Materials, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1802457.0,BBG00VR487K7,BBG00VR487L6,,916-231-9329,"{'address1': '930 RIVERSIDE PARKWAY', 'address2': 'SUITE 10', 'city': 'WEST SACRAMENTO', 'state': 'CA', 'postal_code': '95605'}",,2860.0,INDUSTRIAL ORGANIC CHEMICALS,ORGN,,,,,147020000.0,,100.0,,,
1209,ASB,Associated Banc-Corp,stocks,us,XNYS,CS,1,usd,7789.0,BBG000BCFQC3,BBG001S5NVZ3,3015333940.0,920-491-7500,"{'address1': '433 MAIN STREET', 'city': 'GREEN BAY', 'state': 'WI', 'postal_code': '54301'}","Associated Banc-Corp is a bank holding company. The company through its subsidiaries provides a broad array of banking and nonbanking products and services to individuals and businesses. The company operates in three reportable segments; Corporate and Commercial Specialty; Community, Consumer, and Business; and Risk Management and Shared Services. The majority of its revenue is derived from the Corporate and Commercial Specialty and Community, Consumer, and Business segments.",6022.0,STATE COMMERCIAL BANKS,ASB,https://www.associatedbank.com,4100.0,1977-12-07,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YXNzb2NpYXRlZGJhbmsuY29t/images/2024-06-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/YXNzb2NpYXRlZGJhbmsuY29t/images/2024-06-01_icon.png'}",150770000.0,150766697.0,100.0,,,
1210,BUFD,FT Vest Laddered Deep Buffer ETF,stocks,us,BATS,ETF,1,usd,1667919.0,BBG00YXMQWF5,BBG00YXMQXB7,,,,,,,BUFD,,,,,37050000.0,,100.0,,,
1211,AEG,Aegon Ltd.,stocks,us,XNYS,CS,1,usd,769218.0,BBG000CKQSN6,BBG001S6Y6M8,11024859475.0,,,"Aegon is a life insurance and long-term savings company listed in the Netherlands. It listed on the Amsterdam Stock Exchange in the 1980s and now has mature operations in the United States, United Kingdom, and four growth markets of Brazil, China, Portugal, and Spain. Over recent years, Aegon has been moving through a substantial transformation program where management has sought to divest noncore operations and improve the risk profile of the business by separating the company into strategic and financial assets. Financial assets are the parts of the business that are now being run down. Here, Aegon is looking to cycle out of highly capital-consumptive and volatile earnings products and recycle funds into capital-light and more predictable strategic businesses.",,,AEG,https://www.aegon.com,15658.0,1985-07-01,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YWVnb24uY29t/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/YWVnb24uY29t/images/2024-06-01_icon.jpeg'}",1814730000.0,1763977516.0,100.0,,,
1212,NEO,"NeoGenomics, Inc.",stocks,us,XNAS,CS,1,usd,1077183.0,BBG000BKH263,BBG001S9DSY4,,(239) 768-0600,"{'address1': '9490 NEOGENOMICS WAY', 'city': 'FORT MYERS', 'state': 'FL', 'postal_code': '33912'}",,8734.0,SERVICES-TESTING LABORATORIES,NEO,,,,,127710000.0,,100.0,,,
1213,BBAI,"BigBear.ai Holdings, Inc.",stocks,us,XNYS,CS,1,usd,1836981.0,BBG00Z4HKRV4,BBG00Z4HKRY1,,(410) 967-0335,"{'address1': '6811 BENJAMIN FRANKLIN DRIVE, SUITE 200', 'city': 'COLUMBIA', 'state': 'MD', 'postal_code': '21046'}",,7372.0,SERVICES-PREPACKAGED SOFTWARE,BBAI,,,,,246080000.0,,100.0,,,
1214,AMP,"Ameriprise Financial, Inc.",stocks,us,XNYS,CS,1,usd,820027.0,BBG000G3QLY3,BBG001SK6096,43095097591.24,612-671-8001,"{'address1': '1099 AMERIPRISE FINANCIAL CENTER', 'city': 'MINNEAPOLIS', 'state': 'MN', 'postal_code': '55474'}","Ameriprise Financial is a major player in the us market for asset and wealth management, with around $1.4 trillion in total assets under management and administration at the end of 2023. With about 10,000 advisors, Ameriprise has one of the largest branded advisor networks in the industry. About 80% of the company's revenue comes from its asset and wealth management segments. Ameriprise has reduced its exposure to insurance with the sale of its auto and home insurance business in 2019 and the exit of the sale of its proprietary fixed annuities in 2020.",6282.0,INVESTMENT ADVICE,AMP,https://www.ameriprise.com,13800.0,2005-09-15,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YW1lcmlwcmlzZS5jb20/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/YW1lcmlwcmlzZS5jb20/images/2024-06-01_icon.jpeg'}",99330000.0,99324923.0,100.0,,,
1215,SLNH,"Soluna Holdings, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,64463.0,BBG000DQ1559,BBG001S8KYT1,,518-218-2500,"{'address1': '325 WASHINGTON AVENUE EXTENSION', 'city': 'ALBANY', 'state': 'NY', 'postal_code': '12205'}",,6199.0,FINANCE SERVICES,SLNH,,,,,3920000.0,,100.0,,,
1216,VGR,Vector Group Ltd.,stocks,us,XNYS,CS,1,usd,59440.0,BBG000CXKKZ8,BBG001S75639,,(305) 579-8000,"{'address1': '4400 BISCAYNE BOULEVARD', 'address2': '10TH FLOOR', 'city': 'MIAMI', 'state': 'FL', 'postal_code': '33137'}",,2111.0,CIGARETTES,VGR,,,,,157420000.0,,100.0,,,
1217,SCEpL,SCE TRUST VI 5.00% Trust Preference Securities,stocks,us,XNYS,SP,1,usd,92103.0,,,,(626) 302-1212,"{'address1': '2244 WALNUT GROVE AVE', 'address2': 'P O BOX 800', 'city': 'ROSEMEAD', 'state': 'CA', 'postal_code': '91770'}",,4911.0,ELECTRIC SERVICES,SCE,,,,,19000000.0,,100.0,,PRL,
